O1_NUMORD,O1_NUMMOD,O1_FECORD,O1_DESCRP,O1_NUMPIE,O1_CANORD,O1_NOMTEL,O1_NUMCLI,O1_FECINI,O1_FECFIN,O1_INDINI,O1_INDFIN,O1_CLAAUT,O1_CLAGRA,O1_CLACOR,O1_CANCOR,O1_CLAMAQ,O1_PERMAQ,O1_TALLER,O1_FECMAQ,O1_CLAARM,O1_CANARM,O1_CANINC,O1_CLATER,O1_CANTER,O1_CLAEMB,O1_CLADET,O1_CONDET,O1_CLACAN,O1_CONCAN,O1_CLACOM,O1_LINRAP,O1_COSTOO
495,12373,22/09/2020,BLUSA,1,200,POLISEDA MONTSERRAR TE;ID,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,202,S,PATY GONZALEZ,,09/10/2020,S,202.0,,S,202.0,N,N,,N,,N,N,70.18
496,12341,23/09/2020,BLUSA,1,200,CUADRO DOBLE PRIM-024 N/G,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,176,S,TAURINO ARCOS,,02/11/2020,S,176.0,,S,176.0,N,N,,N,,N,N,79.79
497,12396,23/09/2020,BLUSA,1,200,CAPITOLIO BRUSH,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,252,S,ALBERTO MENDEZ,,16/10/2020,S,250.0,,S,252.0,N,N,,N,,N,N,72.11
498,12317,23/09/2020,BLUSA,1,146,POPELINA C/LUREX POP 991,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,154,S,ALBERTO MENDEZ,,16/10/2020,S,154.0,,S,152.0,N,N,,N,,N,N,75.23
499,12342,23/09/2020,BLUSA,1,200,CHIFON AIR FLOW D#50115D,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,216,S,ALBERTO MENDEZ,,22/10/2020,S,215.0,,S,215.0,N,N,,N,,N,N,80.90
500,7311,23/09/2020,BLUSA,1,120,CHIFON AIR/ENCAJE D907557,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,126,S,MAYRA MERCADO,,02/11/2020,S,126.0,,S,125.0,N,N,,N,,N,N,103.35
501,12309,23/09/2020,BLUSA,1,200,ELASTANO RAYON EST IW1559,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,216,S,EDUARDO LOMELI,,13/10/2020,S,216.0,,S,216.0,N,N,,N,,N,N,62.23
502,12385,23/09/2020,BLUSA,1,200,LIVERPOOL EST 3-316 N/B,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,216,S,MAYRA MERCADO,,12/10/2020,S,215.0,,S,215.0,N,N,,N,,N,N,53.69
503,19436,23/09/2020,FALDA,1,200,LIVERPOOL EST 3-316 N/B,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,288,S,MAYRA MERCADO,,12/10/2020,S,287.0,,S,287.0,N,N,,N,,N,N,48.60
504,7289,23/09/2020,VESTIDO,1,200,LIVERPOOL EST 3-316 N/B,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,216,S,MAYRA MERCADO,,12/10/2020,S,216.0,,S,216.0,N,N,,N,,N,N,61.24
505,12357,23/09/2020,BLUSA,1,200,CHIFON YORUY D905171,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,216,S,MAYRA MERCADO,,02/11/2020,S,210.0,,S,210.0,N,N,,N,,N,N,62.98
506,12394,23/09/2020,BLUSA,1,200,04496 RAYON CHALLIS TROPI,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,210,S,LUPITA YA;EZ,,28/10/2020,S,210.0,,S,210.0,N,N,,N,,N,N,75.75
507,12351,23/09/2020,BLUSA,1,200,CHIFON POPO EST 3-359 NAV,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,216,S,VICTO HUGO,,27/10/2020,S,216.0,,S,215.0,N,N,,N,,N,N,59.91
508,12365,23/09/2020,BLUSA,1,200,CHIFON POPO EST 3-359 NAV,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,260,S,TAURINO ARCOS,,02/11/2020,S,260.0,,S,261.0,N,N,,N,,N,N,71.48
509,12388,23/09/2020,BLUSA,1,200,CHIFON HI MULTI TE;IDO NE,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,210,S,TAURINO ARCOS,,26/10/2020,S,209.0,,S,209.0,N,N,,N,,N,N,77.19
510,7310,23/09/2020,BLUSA,1,120,CHIFON HI/FORRO BOMBAY TN,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,116,S,TAURINO ARCOS,,02/11/2020,S,116.0,,S,116.0,N,N,,N,,N,N,119.72
511,12382,23/09/2020,BLUSA,1,200,RAYON CUADROS 2272,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,159,S,ROCIO CASTA;EDA,,02/11/2020,S,159.0,,S,154.0,N,N,,N,,N,N,110.71
512,12375,23/09/2020,SUETER,1,200,POLIESTER SAONA TE;IDO NE,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,212,S,ROCIO CASTANEDA,,26/10/2020,S,212.0,,S,212.0,N,N,,N,,N,N,89.86
513,12343,23/09/2020,BLUSA,1,200,TECHNO PAPER PRINT D90736,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,212,S,ARACELI VILLASE;OR,,22/10/2020,S,212.0,,S,212.0,N,N,,N,,N,N,68.91
514,19449,23/09/2020,PANTALON,1,200,POPELINA EST 170510CP BLU,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,228,S,MAYRA MERCADO,,21/10/2020,S,230.0,,S,230.0,N,N,,N,,N,N,109.54
515,12389,23/09/2020,BLUSA,1,200,POPELINA EST 170510CP BLU,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,202,S,ALBERTO MENDEZ,,16/10/2020,S,202.0,,S,202.0,N,N,,N,,N,N,65.12
516,19443,23/09/2020,FALDA,1,200,PUNTO ROMA 3-241 BURGADY,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,216,S,PATY GONZALEZ,,28/10/2020,S,228.0,,S,228.0,N,N,,N,,N,N,74.70
517,7296,23/09/2020,VESTIDO,1,200,PUNTO ROMA 3-241 BURGADY,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,232,S,TALLER,,02/11/2020,S,229.0,,S,232.0,N,N,,N,,N,N,79.64
518,12353,23/09/2020,SACO,1,200,PUNTO ROMA 3-241 T.NEGRO,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,212,S,MAYRA MERCADO,,27/10/2020,S,206.0,,S,207.0,N,N,,N,,N,N,94.46
519,12383,23/09/2020,SACO,1,200,GABARDINA SARGA EST XP703,998,16/10/2020,26/10/2020,20201016,20201026,S,S,S,194,S,TAURINO ARCOS,,02/11/2020,S,194.0,,S,194.0,N,N,,N,,N,N,125.68
520,7083,24/09/2020,VESTIDO,1,140,MEZCLILLA 4.5 OZ CAMISERA,113,29/09/2020,09/10/2020,20200929,20201009,S,S,S,145,S,EDUARDO MU;OZ,,05/10/2020,S,145.0,,S,145.0,N,N,,N,,N,N,107.51
521,7093,24/09/2020,VESTIDO,1,912,MEZCLILLA 4.5 OZ CAMISERA,103,11/10/2020,21/10/2020,20201011,20201021,N,S,S,924,S,VARIOS,,05/10/2020,S,923.0,,S,922.0,N,N,,N,,N,N,125.77
522,7012,24/09/2020,BLUSON,1,205,MESH LISO/FORRO BOMBAY,296,07/10/2020,17/10/2020,20201007,20201017,S,S,S,215,S,MAYRA MERCADO,,02/10/2020,S,215.0,,S,214.0,N,N,,N,,N,N,124.08
523,6085,24/09/2020,VESTIDO,1,1100,MEZCLILLA TURIN TORINO,103,11/10/2020,21/10/2020,20201011,20201021,S,S,S,1100,S,TAURINO ARCOS,,02/10/2020,S,1099.0,,S,1099.0,N,N,,N,,N,N,127.64
524,6085,24/09/2020,VESTIDO,1,1600,MEZCLILLA TURIN TORINO,103,11/10/2020,21/10/2020,20201011,20201021,S,S,S,1600,S,TAURINO ARCOS/EDUARD,,13/10/2020,S,1599.0,,S,1596.0,N,N,,N,,N,N,126.63
525,11776,24/09/2020,BLUSA,1,3000,MESH JAZMIN/ DTY BRUSH,101,26/12/2020,05/01/2021,20201226,20210105,S,S,S,3021,S,ALBERTO MENDEZ/TAURI,,09/10/2020,S,3018.0,,S,3022.0,N,N,,N,,N,N,45.93
526,12319,28/09/2020,ENSAMBLE,1,100,WOOL DOBBY EST3-474 IVORY,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,104,S,ROCIO CASTANEDA,,26/10/2020,S,104.0,,S,104.0,N,N,,N,,N,N,95.45
527,12359,28/09/2020,CHALECO,1,200,GABARDINA JAQUARD 85600 N,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,216,S,ALBERTO MENDEZ,,28/10/2020,S,215.0,,S,215.0,N,N,,N,,N,N,127.26
528,7304,28/09/2020,VESTIDO,1,200,CUADRO DOBLE PRIMAVERA011,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,212,S,MAYRA MERCADO,,27/10/2020,S,212.0,,S,213.0,N,N,,N,,N,N,108.12
529,7277,28/09/2020,VESTIDO,1,200,LIVERPOOL 3-206 MARINO,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,222,S,MAYRA MERCADO,,19/10/2020,S,222.0,,S,222.0,N,N,,N,,N,N,58.03
530,7308,28/09/2020,VESTIDO,1,200,CUADRO PRIMAVERA-049 R-B,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,212,S,ALBERTO MENDEZ,,14/10/2020,S,213.0,,S,226.0,N,N,,N,,N,N,90.48
531,7309,28/09/2020,VESTIDO,1,200,CHIFON RAYAS/FORRO BOMBAY,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,212,S,TAURINO ARCOS,,26/10/2020,S,212.0,,S,212.0,N,N,,N,,N,N,123.14
532,7281,28/09/2020,VESTIDO,1,200,POPELINA ESTMAPADA D 7041,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,212,S,ALBERTO MENDEZ,,28/10/2020,S,207.0,3.0,S,207.0,N,N,,N,,N,N,144.52
533,7302,28/09/2020,VESTIDO,1,200,POPELINA ESTMAPADA D70417,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,212,S,ALBERTO MENDEZ,,28/10/2020,S,211.0,,S,211.0,N,N,,N,,N,N,119.18
534,7300,28/09/2020,VESTIDO,1,200,MESH JAZ/MESH FL/FORRO BO,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,220,S,TAURINO ARCOS,,26/10/2020,S,220.0,,S,220.0,N,N,,N,,N,N,153.74
535,12406,28/09/2020,BLUSA,1,120,MESH BOR/FORRO BOMBAY,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,120,S,MAYRA MERCADO,,15/10/2020,S,120.0,,S,120.0,N,N,,N,,N,N,110.44
536,12337,28/09/2020,BLUSA,1,130,NANCY CREPE NEGRO,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,117,S,ROCIO CASTA;EDA,,02/11/2020,S,114.0,2.0,S,115.0,N,N,,N,,N,N,96.29
537,12390,28/09/2020,BLUSA,1,380,GAMUZA FAKE SUEDE D907375,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,363,S,TAURINO ARCOS,,26/10/2020,S,363.0,,S,363.0,N,N,,N,,N,N,80.39
538,12321,28/09/2020,BLUSA,1,300,POLISEDA MONSERRAT EST.,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,326,S,ALBERTO MENDEZ,,16/10/2020,S,322.0,,S,322.0,N,N,,N,,N,N,103.37
539,12391,28/09/2020,BLUSA,1,320,RAYON CREPE GHOST ROYAL,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,326,S,CLAUDIA LUNA,,21/10/2020,S,326.0,,S,326.0,N,N,,N,,N,N,87.44
540,12270,28/09/2020,BLUSA,1,150,RAYON D905154 FIUSHA,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,154,S,EDUARDO LOMELI,,20/10/2020,S,155.0,,S,154.0,N,N,,N,,N,N,77.90
541,12379,28/09/2020,SACO,1,230,POLY SPAN D8888 BURGANDY,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,269,S,MAYRA MERCADO,,02/11/2020,S,264.0,,S,264.0,N,N,,N,,N,N,135.63
542,19448,28/09/2020,FALDA,1,230,POLY SPAN D8888 BURGANDY,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,254,S,TALLER,,02/11/2020,S,253.0,,S,252.0,N,N,,N,,N,N,94.69
543,12392,28/09/2020,BLUSA,1,200,POLY SPAN C/FOIL 908053 R,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,206,S,ROCIO CASTA;EDA,,22/10/2020,S,206.0,,S,206.0,N,N,,N,,N,N,93.25
544,12393,28/09/2020,BLUSA,1,230,04343 VOILE LISOS 2922 SH,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,238,S,EDUARDO LOMELI,,20/10/2020,S,238.0,,S,238.0,N,N,,N,,N,N,71.91
546,12320,28/09/2020,ENSAMBLE,1,160,CHIFON HIGH MULTI EST 133,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,160,S,ALBERTO MENDEZ,,22/10/2020,S,156.0,,S,156.0,N,N,,N,,N,N,101.11
547,19432,28/09/2020,PANTALON,1,230,MEZLCILLA ST CAMBRAY GRIS,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,240,S,EDUARDO MU;OZ,,26/10/2020,S,239.0,,S,239.0,N,N,,N,,N,N,99.55
548,19445,28/09/2020,FALDA,1,200,GAMUZA CRUDDLE SUEDE CAPU,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,208,S,MAYRA MERDADO,,22/10/2020,S,207.0,,S,207.0,N,N,,N,,N,N,92.34
549,19446,29/09/2020,SHORT,1,230,GABARDINA ESPECIAL NEGRO,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,230,S,EDUARDO MU;OZ,,28/10/2020,S,229.0,,S,229.0,N,N,,N,,N,N,85.64
550,12376,29/09/2020,CHAMARRA,1,200,TECNO EMBOSSED/PUNTO ROMA,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,214,S,EDUARDO LOMELI,,28/10/2020,S,210.0,,S,210.0,N,N,,N,,N,N,105.98
551,12370,29/09/2020,CHALECO,1,170,POLY SPAN 3-304 OFF WHITE,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,158,S,EDUARDO LOMELI,,28/10/2020,S,158.0,,S,158.0,N,N,,N,,N,N,107.55
552,12374,29/09/2020,CHALECO,1,240,SATIN DULL CAP/SATIN DULL,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,234,S,MAYRA MERCADO,,22/10/2020,S,226.0,,S,226.0,N,N,,N,,N,N,146.56
553,19438,29/09/2020,BODY,1,120,CHIFON POPO EST 3-348 BRO,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,130,S,TAURINO ARCOS,,26/10/2020,S,130.0,,S,130.0,N,N,,N,,N,N,132.92
555,7298,29/09/2020,VESTIDO,1,170,POLISEDA CREPE/FORRO BOMB,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,148,S,TAURINO ARCOS,,02/11/2020,S,148.0,,S,148.0,N,N,,N,,N,N,99.62
556,7301,29/09/2020,VESTIDO,1,149,POLY SPAN D888 MOSTAZA,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,136,S,TAURINO ARCOS,,02/11/2020,S,136.0,,S,136.0,N,N,,N,,N,N,160.67
557,12329,29/09/2020,BLUSA,1,148,CHIFON P.MILANO SWISS DOT,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,150,S,ALBERTO MENDEZ,,22/10/2020,S,144.0,,S,150.0,N,N,,N,,N,N,122.94
558,12377,29/09/2020,BLUSA,1,170,POLPELINA EST CHAMBRAY,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,182,S,EDUARDO LOMELI,,13/10/2020,S,188.0,,S,188.0,N,N,,N,,N,N,89.49
559,12372,29/09/2020,BLUSA,1,200,BOAL CUADRO DOBEL 84564,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,210,S,VERO AVI;A,,26/10/2020,S,209.0,,S,209.0,N,N,,N,,N,N,75.55
560,12305,29/09/2020,SACO,1,120,ESCOES 002ROJ/FORRO POLIE,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,144,S,ALBERTO MENDEZ,,28/10/2020,S,135.0,2.0,S,134.0,N,N,,N,,N,N,120.07
561,19441,29/09/2020,FALDA,1,200,RAYON GAUZE EST 3-434 RUS,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,222,S,ALBERTO MENDEZ,,08/10/2020,S,218.0,,S,218.0,N,N,,N,,N,N,68.51
562,12344,29/09/2020,BLUSA,1,200,CUADRO DOBLE PRIMAVERA 02,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,232,S,ALBERTO MENDEZ,,22/10/2020,S,233.0,,S,232.0,N,N,,N,,N,N,71.75
563,12386,29/09/2020,SUETER,1,170,RUMANIA HOL KHAKY,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,174,S,EDUARDO LOMELI,,20/10/2020,S,174.0,,S,174.0,N,N,,N,,N,N,118.65
564,7294,29/09/2020,VESTIDO,1,200,CREPE FLORAL EST CRP3324,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,230,S,EDUARDO LOMELI,,13/10/2020,S,230.0,,S,231.0,N,N,,N,,N,N,109.55
565,7297,29/09/2020,VESTIDO,1,150,POPELINA ST LISA CORAL,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,158,S,ALBERTO MENDEZ,,22/10/2020,S,144.0,,S,144.0,N,N,,N,,N,N,96.71
566,12266,29/09/2020,BLUSA,1,130,PRE-TE;IDO SIEGER-248,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,153,S,MAYRA MERCADO,,19/10/2020,S,152.0,,S,153.0,N,N,,N,,N,N,78.56
567,12318,29/09/2020,BLUSA,1,180,RAYON CRUSH 3-413- OFF WH,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,226,S,TAURINO ARCOS,,26/10/2020,S,226.0,,S,226.0,N,N,,N,,N,N,63.69
568,19444,29/09/2020,PANTALON,1,300,PANA CRST1F-1W58 CAMEL M,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,360,S,ALBERTO LARA,,28/10/2020,S,354.0,,S,354.0,N,N,,N,,N,N,161.35
554,12279,29/09/2020,BLUSA,1,120,CHIFON POPO EST 3-348 BRO,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,128,S,MAYRA MERCADO,,20/10/2020,S,123.0,,S,123.0,N,N,,N,,N,N,65.83
545,12323,28/09/2020,BLUSA,1,290,CHIFON HIGH MULTI EST 116,998,21/10/2020,31/10/2020,20201021,20201031,S,S,S,298,S,ALBERTO MENDEZ,,16/10/2020,S,298.0,,S,297.0,N,N,,N,,N,N,76.86
569,12250,08/10/2020,BLUSA,1,9800,MESH JAMIN 1651/LICRA PLY,101,23/10/2020,02/11/2020,20201023,20201102,S,S,S,9900,S,TAURINO/ALBERTO MEND,,02/11/2020,S,9868.0,,S,9868.0,N,N,,N,,N,N,53.25
570,10750,12/10/2020,PLAYERA,1,120,PLAY DAM C/R M/C NEGRO EU,998,21/10/2020,31/10/2020,20201021,20201031,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,N,,S,N,
571,10748,12/10/2020,PLAYERA,1,120,PLAY DAM C/R M/C NEGRO EU,998,21/10/2020,31/10/2020,20201021,20201031,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,N,,S,N,
572,12250,12/10/2020,BLUSA,1,4200,MESH JAZMIN 1651/LICRA PO,101,22/11/2020,02/12/2020,20201122,20201202,S,S,S,4245,S,TAURINO ARCOS,,04/11/2020,S,4221.0,,S,4212.0,N,N,,N,,N,N,54.35
573,6122,12/10/2020,VESTIDO,1,215,MEZCLILLA 4.5 OZ CAM.TURI,113,23/10/2020,02/11/2020,20201023,20201102,S,S,S,219,S,EDUARDO MU;OZ,,16/10/2020,S,219.0,,S,219.0,N,N,,N,,N,N,138.21
574,7083,12/10/2020,VESTIDO,1,100,MEZCLILLA 4.5 OZ CAM.TURI,113,23/10/2020,02/11/2020,20201023,20201102,S,S,S,105,S,EDUARDO MU;OZ,,16/10/2020,S,105.0,,S,105.0,N,N,,N,,N,N,106.66
575,10633,12/10/2020,BLUSA,1,9479,MESH DOT 3-10/FORRO BOMBA,101,22/01/2021,02/02/2021,20210122,20210202,S,S,S,9688,S,VARIOS,,10/12/2020,P,9514.0,,S,9688.0,N,N,,N,,N,N,58.52
576,6085,12/10/2020,VESTIDO,1,1101,GABARDINA BIBLOS SATINADA,103,25/10/2020,04/11/2020,20201025,20201104,S,S,S,1158,S,ALBETO LARA/VERO AVI,,21/10/2020,S,1154.0,1.0,S,1153.0,N,N,,N,,N,N,146.57
577,6085,12/10/2020,VESTIDO,1,1950,GABARDINA BIBLOS SATINADA,103,08/11/2020,18/11/2020,20201108,20201118,S,S,S,2000,S,TAURINO/VERO/EDUARDM,,18/11/2020,S,1995.0,,S,1994.0,N,N,,N,,N,N,151.49
579,6085,12/10/2020,VESTIDO,1,300,GABARDINA BIBLOS SATINADA,103,08/11/2020,18/11/2020,20201108,20201118,S,S,S,324,S,TAURNINO ARCOS,,02/11/2020,S,319.0,,S,318.0,N,N,,N,,N,N,131.70
580,6085,12/10/2020,VESTIDO,1,300,GABARDINA BIBLOS SATINADA,103,08/11/2020,18/11/2020,20201108,20201118,S,S,S,305,S,TAURINO ARCOS,,02/11/2020,S,305.0,,S,305.0,N,N,,N,,N,N,136.20
581,7093,19/10/2020,VESTIDO,1,300,MEZCLILLA 4.5 OZ CAM.TURI,103,29/10/2020,08/11/2020,20201029,20201108,S,S,S,306,S,ALBERTO LARA,,30/10/2020,S,305.0,,S,305.0,N,N,,N,,N,N,128.08
582,10504,22/10/2020,BLUSA,1,150,POP LAUREN-412-XR OFF WHI,125,16/11/2020,26/11/2020,20201116,20201126,S,S,S,143,S,EDUARDO LOMELI,,04/11/2020,S,145.0,,S,143.0,N,N,,N,,N,N,114.58
583,11765,22/10/2020,BLUSA,1,150,DTY BRUSH 3029 LISO NEGRO,125,16/11/2020,26/11/2020,20201116,20201126,S,S,S,128,S,MAYRA MERCADO,,12/11/2020,S,128.0,,S,128.0,N,N,,N,,N,N,87.33
57,19343,22/10/2020,JUMPER,1,3000,RAYON CHALLIS PRINT 3-555,296,08/11/2020,18/11/2020,20201108,20201118,S,S,S,3054,S,TAURINO ARCOS,,26/11/2020,S,3046.0,,S,3022.0,N,N,,N,,N,N,167.38
58,7127,22/10/2020,VESTIDO,1,3000,RAY CHALIS 3-553/FORRO BO,296,08/11/2020,18/11/2020,20201108,20201118,S,S,S,3049,S,VARIOS,,04/12/2020,S,3044.0,,S,3049.0,N,N,,N,,N,N,165.22
59,19405,22/10/2020,JUMPER,1,3000,POLY TWILL HEAVY3-524 SUB,296,08/11/2020,18/11/2020,20201108,20201118,S,S,S,3034,N,,,20/11/2020,S,3017.0,,S,3017.0,N,N,,N,,N,N,114.89
60,11400,22/10/2020,BLUSA,1,3627,MESH DOT F 3-503/FORRO BO,101,06/02/2021,16/02/2021,20210206,20210216,S,S,S,3628,S,TAURINO ARCOS,,08/02/2021,S,3620.0,,S,3620.0,N,N,,N,,N,N,70.36
61,11400,22/10/2020,BLUSA,1,2134,MESH DOT F 3-503/FORRO BO,101,28/02/2021,09/03/2021,20210228,20210309,S,S,S,2137,S,MAYRA MERCADO,,17/02/2021,S,2137.0,,S,2128.0,N,N,,N,,N,N,78.15
62,11400,22/10/2020,BLUSA,1,3318,MESH DOT F 3-503/FORRO BO,101,03/04/2021,13/04/2021,20210403,20210413,S,S,S,3454,S,MAYRA MERCADO,,17/03/2021,S,3454.0,,S,3445.0,N,N,,N,,N,N,70.12
63,11400,22/10/2020,BLUSA,1,4041,MESH DOT F 3-503/FORRO BO,101,01/05/2021,11/05/2021,20210501,20210511,S,S,S,3920,S,TAURINO/TALLER,,19/03/2021,S,3969.0,,S,3969.0,N,N,,N,,N,N,71.30
64,7254,22/10/2020,VESTIDO,1,5434,MESH FLOC3-503 ROSE/FORRO,101,06/02/2021,16/02/2021,20210206,20210216,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,POR EL CLIENTE,N,N,
65,7254,22/10/2020,VESTIDO,1,2624,MESH FLOC3-503 ROSE/FORRO,101,28/02/2021,09/03/2021,20210228,20210309,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,POR EL CLIENTE,N,N,
66,7254,22/10/2020,VESTIDO,1,2756,MESH FLOC3-503 ROSE/FORRO,101,03/04/2021,13/04/2021,20210403,20210413,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,POR EL CLIENTE,N,N,
67,7254,22/10/2020,VESTIDO,1,4190,MESH FLOC3-503 ROSE/FORRO,101,01/05/2021,11/05/2021,20210501,20210511,N,N,N,0,N,,,,N,0.0,,N,0.0,N,N,,S,POR EL CLIENTE,N,N,
68,7241,22/10/2020,VESTIDO,1,5251,MESH DOT3-310 CORAL/FORRO,101,28/02/2021,09/03/2021,20210228,20210309,S,S,S,5286,S,TAURINO ARCOS,,23/04/2021,S,5286.0,,S,5286.0,N,N,,N,,N,N,70.52
69,7241,22/10/2020,VESTIDO,1,1130,MESH DOT3-310 CORAL/FORRO,101,03/04/2021,11/04/2021,20210403,20210411,S,S,S,1065,S,TAURINO ARCOS,,28/04/2021,S,1038.0,,S,1038.0,N,N,,N,,N,N,71.57
70,7241,22/10/2020,VESTIDO,1,690,MESH DOT3-310 CORAL/FORRO,101,01/05/2021,11/05/2021,20210501,20210511,S,S,S,750,S,TAURINO ARCOS,,28/04/2021,S,750.0,,S,750.0,N,N,,N,,N,N,71.00
1,11423,20/10/2020,BLUSA,1,400,POP.RAYA PLAID#018 AZUL R,125,16/11/2020,26/11/2020,20201116,20201126,S,S,S,404,S,VERO A.,,25/11/2020,S,402.0,,S,402.0,N,N,,N,,N,N,73.67
2,11423,20/10/2020,BLUSA,1,200,POP.RAYA PLAID#018 AZUL R,125,14/01/2021,19/01/2021,20210114,20210119,S,S,S,202,S,VERONICA AVI;A,,22/12/2020,S,202.0,,S,201.0,N,N,,N,,N,N,73.67
3,11949,20/10/2020,BLUSA,1,400,K3002+100 KNIT/FORRO BOMB,125,16/11/2020,26/11/2020,20201116,20201126,S,S,S,400,S,MAYRA MERCADO,,09/12/2020,S,404.0,,S,404.0,N,N,,N,,N,N,87.72
4,11949,20/10/2020,BLUSA,1,200,K3002+100 KNIT/FORRO BOMB,125,14/01/2021,24/01/2021,20210114,20210124,S,S,S,219,S,MAYRA MERCADO,,23/12/2020,S,219.0,,S,219.0,N,N,,N,,N,N,86.53
5,11419,20/10/2020,BLUSA,1,400,POPLIN COTTON SOLD 3-379B,125,16/11/2020,26/11/2020,20201116,20201126,S,S,S,404,S,EDUARDO MU;OZ,,20/11/2020,S,400.0,,S,400.0,N,N,,N,,N,N,97.34
6,11419,20/10/2020,BLUSA,1,200,POPLIN COTTON SOLD 3-379B,125,14/01/2021,24/01/2021,20210114,20210124,S,S,S,202,S,VERO AVI;A,,07/01/2021,S,194.0,,S,194.0,N,N,,N,,N,N,98.93
7,11931,20/10/2020,BLUSA,1,400,MEZC.CAMISERA 4.5 OZ TURI,125,16/11/2020,26/11/2020,20201116,20201126,S,S,S,400,S,EDUARDO M,,04/12/2020,S,400.0,,S,399.0,N,N,,N,,N,N,79.96
8,11931,20/10/2020,BLUSA,1,300,MEZC.CAMISERA 4.5 OZ TURI,125,14/01/2021,24/01/2021,20210114,20210124,S,S,S,294,S,EDUARDO MU;OZ,,23/12/2020,S,293.0,,S,283.0,N,N,,N,,N,N,77.74
